StudentPerformance-dataset
Hours_Studied,Attendance,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Family_Income,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Exam_Score
21,62,High,Yes,7,50,Low,High,Public,Negative,2,No,60
27,95,High,Yes,6,94,High,Medium,Public,Neutral,4,No,74
22,63,Low,Yes,7,53,Medium,High,Public,Neutral,4,No,62
14,66,Medium,Yes,6,96,Low,High,Public,Negative,3,No,61
15,61,Medium,No,10,93,High,Medium,Public,Neutral,4,No,63
21,85,Low,No,6,77,Medium,Low,Public,Neutral,3,No,66
6,83,Medium,No,6,89,Medium,Low,Public,Positive,4,No,65
30,99,Medium,No,5,54,Medium,Medium,Private,Positive,3,No,72
23,95,Medium,No,7,57,Medium,Low,Private,Neutral,2,No,70
27,76,High,Yes,7,68,Medium,Medium,Public,Neutral,3,No,71
11,75,High,Yes,9,77,Medium,High,Private,Neutral,2,Yes,64
27,72,High,No,5,93,Low,High,Public,Positive,2,No,70
33,66,Medium,No,8,77,Medium,Medium,Public,Neutral,3,No,68
12,66,High,Yes,7,83,Medium,Medium,Public,Neutral,3,No,61
25,65,Medium,Yes,4,84,High,High,Public,Positive,2,No,68
20,65,Medium,No,6,94,Medium,Low,Public,Positive,2,No,64
11,70,High,Yes,6,89,Low,Medium,Public,Positive,4,No,64
23,72,High,Yes,10,99,Medium,Medium,Private,Neutral,4,No,71
25,98,High,Yes,8,51,Medium,Medium,Private,Positive,2,No,72
16,83,Medium,Yes,7,60,Medium,High,Public,Positive,1,No,66
27,100,Medium,Yes,4,97,Low,Low,Public,Positive,3,No,74
10,75,Medium,Yes,4,90,Medium,Medium,Public,Positive,3,Yes,65
11,78,High,No,8,63,Low,Low,Public,Neutral,3,No,64
21,73,Medium,Yes,8,99,Medium,Medium,Public,Positive,4,No,69
20,67,Medium,No,6,93,Low,Low,Public,Negative,3,Yes,62
16,66,Medium,Yes,7,53,High,Medium,Public,Negative,2,No,62
25,98,Low,Yes,7,91,Medium,Low,Public,Positive,3,No,72
23,99,High,No,7,89,High,Medium,Public,Neutral,3,No,73
25,62,Low,No,6,61,High,Medium,Public,Positive,4,No,64
19,66,Medium,No,8,83,Medium,Medium,Public,Neutral,3,No,65
24,77,High,Yes,9,99,Medium,Low,Public,Positive,1,No,70
17,67,Medium,Yes,6,84,High,High,Public,Neutral,3,No,66
32,75,High,No,5,91,Low,High,Public,Positive,2,No,70
15,65,High,Yes,6,55,Low,Medium,Private,Positive,3,No,63
33,78,Low,No,7,86,Medium,Low,Public,Positive,4,No,69
20,71,Medium,Yes,8,60,Low,Medium,Public,Neutral,2,No,64
12,74,Medium,No,8,54,Medium,Medium,Private,Positive,5,No,63
28,64,Medium,No,8,78,Low,Medium,Private,Negative,3,No,66
21,77,Medium,Yes,8,88,Low,High,Private,Positive,1,No,68
25,99,Medium,Yes,7,77,Medium,High,Public,Neutral,3,No,97
27,73,Low,No,9,97,Medium,Medium,Public,Neutral,1,No,67
22,95,Medium,No,7,85,Medium,Medium,Private,Positive,4,No,71
16,94,Low,Yes,8,56,Low,Low,Public,Positive,2,No,66
26,98,Low,Yes,7,97,Medium,Low,Public,Neutral,2,Yes,72
20,92,Medium,Yes,7,58,Low,Low,Public,Neutral,4,No,70
24,86,Medium,Yes,7,88,Medium,Low,Public,Neutral,3,No,69
7,94,Low,Yes,9,57,High,Medium,Public,Negative,3,No,66
23,63,High,No,7,100,Low,Medium,Private,Positive,3,No,69
16,79,Medium,Yes,6,67,Low,Medium,Private,Positive,3,No,65
30,100,High,No,6,75,Medium,Low,Public,Neutral,4,No,75
24,91,Medium,No,8,73,Medium,Low,Private,Positive,2,No,70
21,98,Low,Yes,6,55,Low,Medium,Public,Positive,3,No,70
23,91,High,Yes,7,75,Low,Low,Public,Negative,2,No,69
14,95,Medium,No,7,57,Medium,Low,Public,Neutral,2,No,68
30,88,Medium,Yes,6,90,High,High,Private,Negative,2,No,73
32,90,Medium,Yes,5,98,High,Medium,Public,Neutral,3,No,74
22,81,Low,No,5,90,Medium,High,Public,Positive,2,No,66
30,97,Medium,Yes,6,72,High,Low,Public,Positive,2,No,74
17,93,Low,Yes,5,50,Low,High,Public,Positive,2,No,67
15,94,Medium,Yes,8,52,Low,Medium,Private,Positive,2,No,67
20,87,High,No,10,75,Low,Medium,Private,Neutral,2,No,70
23,72,High,Yes,6,84,Medium,High,Public,Neutral,2,No,67
18,61,Low,Yes,6,91,High,Medium,Public,Positive,3,No,80
23,97,High,Yes,6,80,Low,Low,Public,Negative,2,No,70
22,83,Medium,No,8,99,Low,High,Public,Negative,4,Yes,71
14,72,Low,No,8,75,High,High,Private,Positive,2,Yes,64
23,66,High,Yes,7,80,Medium,Medium,Public,Positive,3,No,68
25,93,Medium,No,5,62,Medium,Low,Public,Neutral,3,No,68
21,93,Medium,Yes,6,67,Medium,High,Public,Positive,3,No,69
27,93,Low,Yes,7,84,Low,Medium,Private,Neutral,2,No,72
13,86,Medium,No,7,80,Medium,Low,Private,Negative,5,No,65
23,75,Low,Yes,7,68,Medium,High,Private,Neutral,4,Yes,64
13,72,High,No,8,56,Low,Low,Public,Positive,4,No,64
13,60,Medium,No,5,67,High,Low,Public,Positive,4,Yes,58
16,93,Medium,Yes,7,52,Low,Medium,Public,Neutral,3,No,69
14,63,Low,No,7,79,Medium,Low,Public,Neutral,3,No,61
17,85,High,Yes,6,66,Medium,Medium,Public,Neutral,2,No,68
19,80,Medium,Yes,6,69,Low,Low,Private,Neutral,4,Yes,66
25,81,Medium,No,8,79,Low,Medium,Public,Neutral,4,No,68
18,97,High,No,5,79,Low,Low,Public,Positive,3,No,70
10,61,Low,Yes,10,79,Medium,High,Public,Positive,2,Yes,62
27,91,Medium,No,8,75,Low,Medium,Private,Neutral,3,No,71
15,62,Medium,No,7,74,High,Low,Public,Negative,3,No,61
20,62,Medium,Yes,7,91,Low,Medium,Public,Negative,3,No,64
23,77,Low,No,8,73,Medium,Low,Public,Positive,2,No,65
21,63,Medium,Yes,6,77,Low,Medium,Public,Negative,1,No,63
27,92,Medium,Yes,6,99,Low,Low,Private,Positive,3,No,74
23,81,High,No,9,59,Low,Medium,Public,Neutral,2,No,68
15,61,Medium,Yes,6,86,High,High,Public,Neutral,3,No,65
33,62,Medium,No,7,74,Low,Medium,Public,Neutral,2,No,66
21,85,High,Yes,6,92,Medium,Medium,Public,Neutral,2,Yes,69
19,92,Medium,Yes,7,70,Low,High,Private,Positive,2,No,69
26,78,Medium,No,8,65,Medium,Medium,Public,Positive,3,No,70
21,82,Medium,Yes,10,60,High,High,Public,Positive,4,No,70
22,92,Medium,Yes,6,94,Medium,Medium,Public,Positive,3,No,71
35,84,Medium,No,5,86,Medium,Medium,Public,Neutral,3,No,72
18,69,Low,No,7,54,Medium,Low,Public,Neutral,4,No,61
18,85,High,Yes,6,86,High,Medium,Private,Neutral,3,No,68
21,85,Low,Yes,7,52,Medium,Low,Private,Neutral,3,No,66
26,89,Medium,Yes,8,59,Low,Low,Public,Neutral,4,No,70
11,85,Low,No,10,80,Low,Low,Public,Positive,3,No,63
8,99,High,Yes,6,73,Medium,Medium,Public,Positive,3,No,68
16,68,Medium,Yes,4,92,Medium,Medium,Public,Negative,4,No,62
10,98,High,No,7,80,Low,Medium,Private,Neutral,3,No,69
17,82,Medium,Yes,8,98,Medium,Medium,Public,Positive,4,No,69
23,87,Low,Yes,6,93,Medium,High,Private,Positive,4,No,72
15,64,Medium,Yes,7,67,Medium,Low,Public,Positive,3,No,64
11,75,Medium,No,7,92,Medium,Low,Public,Positive,4,No,63
20,91,Medium,Yes,7,93,High,Low,Public,Negative,3,No,70
25,88,Medium,Yes,8,98,Low,Low,Private,Neutral,4,No,69
10,62,High,No,7,51,Medium,Medium,Private,Positive,2,No,61
25,82,High,No,8,94,Low,Low,Public,Neutral,3,No,70
25,64,Medium,Yes,4,53,Low,Medium,Public,Neutral,2,No,64
26,100,High,Yes,6,76,High,Medium,Public,Negative,4,No,76
27,96,Medium,Yes,6,71,Medium,Medium,Public,Neutral,2,No,73
33,61,Low,Yes,5,96,Medium,Medium,Public,Negative,3,No,67
18,94,Medium,Yes,7,70,Medium,Medium,Public,Negative,3,No,69
21,97,Medium,Yes,6,80,Low,Medium,Private,Positive,4,No,72
18,74,Medium,No,6,85,Medium,Medium,Private,Negative,3,No,66
20,89,Medium,Yes,8,51,Medium,Medium,Public,Positive,3,No,70
29,78,High,Yes,7,80,Medium,Medium,Public,Positive,4,No,73
12,86,Medium,Yes,5,76,Low,High,Public,Positive,3,No,68
15,74,High,No,6,80,Medium,High,Public,Negative,3,No,66
28,73,Medium,Yes,8,54,Medium,Medium,Private,Neutral,1,No,67
26,77,Low,No,7,53,High,Medium,Private,Positive,3,No,67
18,66,High,Yes,9,59,Medium,Low,Private,Positive,3,No,62
25,93,Medium,No,8,93,Medium,Medium,Public,Positive,3,No,72
22,74,High,Yes,6,68,Medium,Medium,Public,Positive,4,No,65
29,76,Low,Yes,9,72,Medium,High,Public,Positive,3,No,69
20,96,High,No,9,70,Medium,Low,Public,Positive,2,Yes,69
26,80,Medium,Yes,4,86,Medium,Low,Public,Positive,4,No,69
36,82,Low,Yes,7,63,Medium,Medium,Private,Positive,3,No,69
24,98,Medium,Yes,6,53,Medium,Medium,Public,Neutral,2,No,69
20,95,High,Yes,7,69,Low,Medium,Public,Neutral,3,No,70
24,67,Low,No,6,86,Medium,Low,Private,Positive,3,Yes,67
18,79,High,Yes,6,96,Medium,Medium,Public,Positive,3,Yes,69
34,99,Medium,Yes,8,53,Medium,Medium,Public,Neutral,5,No,75
21,75,Medium,Yes,5,91,Medium,Low,Public,Neutral,3,No,66
18,75,Low,Yes,7,53,Medium,High,Public,Neutral,2,No,63
15,68,Medium,Yes,5,67,Medium,Medium,Private,Negative,4,No,64
27,65,Medium,Yes,9,51,Medium,High,Private,Positive,2,No,66
25,90,Medium,Yes,7,96,Medium,Medium,Public,Positive,4,No,72
17,91,High,No,8,85,High,Medium,Public,Neutral,4,No,71
23,99,Medium,Yes,7,68,Medium,High,Private,Positive,2,No,70
11,91,Medium,No,7,69,Medium,Low,Private,Positive,2,No,67
21,70,Low,No,7,82,High,High,Public,Positive,3,No,65
23,62,High,Yes,9,54,Low,Low,Private,Neutral,4,No,65
30,99,Medium,Yes,6,57,Medium,Low,Public,Neutral,4,No,73
15,74,Medium,Yes,4,92,Low,Medium,Private,Positive,3,No,66
12,72,Medium,Yes,6,60,High,Low,Public,Neutral,4,No,62
15,96,High,No,5,86,Medium,High,Private,Positive,2,No,71
12,83,High,No,8,61,Medium,High,Public,Neutral,5,Yes,66
28,69,High,Yes,7,54,Low,Low,Public,Neutral,2,No,65
29,96,High,Yes,8,95,Medium,High,Private,Positive,2,No,75
22,100,Medium,No,7,95,Medium,Low,Public,Positive,4,No,74
27,63,Low,Yes,7,80,High,Medium,Private,Neutral,3,No,65
21,94,Medium,No,7,73,Low,Low,Private,Positive,3,No,71
19,76,Low,Yes,9,78,Low,Low,Public,Negative,1,No,65
18,81,Low,Yes,7,70,High,Low,Private,Neutral,2,No,65
18,97,Low,No,9,88,Medium,Low,Public,Neutral,4,No,67
11,99,Low,Yes,9,88,Medium,Low,Public,Neutral,2,No,67
22,70,Medium,No,7,91,Medium,Medium,Public,Positive,1,No,66
20,69,Medium,Yes,7,76,High,Medium,Public,Positive,3,No,67
24,63,Medium,No,6,90,Medium,Low,Private,Neutral,5,No,66
21,82,High,No,9,58,Medium,Medium,Public,Negative,2,No,65
19,61,Medium,Yes,6,52,Low,Low,Public,Neutral,3,No,59
15,76,High,Yes,6,82,Medium,Low,Private,Positive,4,No,69
20,63,Medium,No,7,55,High,Low,Public,Negative,3,No,63
24,76,Medium,No,5,78,High,Medium,Private,Neutral,4,Yes,65
13,62,Low,No,6,86,High,Low,Public,Neutral,4,No,61
21,93,Medium,No,9,70,Medium,Medium,Public,Neutral,1,No,68
21,68,High,Yes,8,52,Medium,Low,Public,Neutral,2,No,65
16,73,Low,No,6,94,Medium,Low,Private,Negative,2,No,61
16,95,High,Yes,8,52,Medium,Low,Private,Positive,3,No,69
21,90,Medium,Yes,10,95,High,High,Private,Neutral,4,No,72
13,69,Low,Yes,7,53,High,Medium,Private,Negative,3,Yes,59
22,63,Medium,No,9,87,Low,High,Public,Negative,2,No,63
15,89,Medium,Yes,8,96,High,Low,Public,Negative,3,No,69
26,76,Low,No,7,95,High,Low,Public,Neutral,1,No,67
34,91,Medium,No,7,95,Medium,Medium,Public,Negative,3,Yes,70
15,78,High,No,8,94,High,Low,Private,Positive,4,No,67
23,74,Medium,Yes,6,76,Medium,Low,Public,Positive,2,No,66
16,78,Medium,Yes,4,78,Medium,High,Public,Positive,3,No,68
26,90,High,Yes,6,81,Medium,Low,Private,Neutral,3,No,71
12,96,Medium,No,4,95,Medium,Medium,Private,Neutral,0,Yes,69
23,62,Medium,Yes,6,92,Low,High,Public,Neutral,2,No,65
15,81,Medium,No,4,89,High,Low,Private,Negative,3,No,66
19,61,High,Yes,8,84,High,Medium,Public,Positive,4,No,66
14,79,Medium,No,5,81,High,High,Public,Negative,3,No,67
25,95,Medium,Yes,8,96,Low,Medium,Public,Neutral,4,No,74
15,74,High,No,8,60,Low,Low,Public,Positive,5,No,66
23,97,High,Yes,8,60,Medium,Medium,Public,Neutral,3,No,72
18,85,Low,Yes,4,99,High,Low,Private,Neutral,4,No,69
19,97,High,No,9,78,Medium,Medium,Private,Negative,4,No,68
21,90,High,Yes,8,74,Medium,Low,Private,Neutral,3,No,71
15,64,Medium,No,8,93,Medium,Low,Public,Negative,2,No,61
21,69,Medium,Yes,10,92,Low,Low,Private,Neutral,3,No,65
29,76,High,Yes,8,59,Medium,Low,Public,Neutral,2,No,71
15,67,Medium,Yes,5,59,Low,Low,Private,Neutral,3,No,59
27,80,Medium,No,8,90,Low,Medium,Public,Neutral,3,No,71
29,79,High,No,5,89,Medium,High,Public,Neutral,3,No,72
15,98,High,Yes,7,61,Medium,Low,Private,Positive,3,No,71
11,77,Low,Yes,6,92,Low,Low,Public,Neutral,5,No,61
22,91,Medium,No,7,74,Medium,Medium,Private,Negative,2,Yes,67
17,98,Medium,No,5,73,Low,Low,Public,Negative,2,No,67
31,95,Medium,No,5,99,Medium,Medium,Private,Neutral,4,No,74
20,68,High,No,6,76,Low,Medium,Public,Neutral,3,No,66
15,80,Medium,Yes,7,57,Low,Low,Private,Negative,4,No,63
13,74,Medium,No,6,64,Low,High,Private,Neutral,3,Yes,63
27,76,High,No,9,67,Medium,Low,Public,Positive,4,No,68
17,74,Low,Yes,8,98,Low,High,Public,Neutral,3,No,65
20,93,Low,No,8,63,Medium,Low,Public,Negative,3,No,66
26,78,Medium,No,6,72,Medium,Low,Private,Neutral,3,No,67
17,81,Medium,No,5,87,High,Low,Private,Neutral,2,No,67
20,99,Low,Yes,7,64,High,Medium,Public,Positive,4,No,70
20,62,Medium,Yes,10,85,High,Low,Private,Neutral,4,No,65
24,80,Medium,Yes,7,60,Medium,High,Public,Positive,3,No,68
24,91,High,Yes,9,62,Low,Low,Public,Negative,4,No,70
19,66,Low,No,9,99,Medium,Medium,Public,Positive,3,No,66
20,84,Medium,Yes,8,68,Medium,Low,Private,Positive,4,No,69
18,70,Medium,No,7,86,Medium,High,Public,Positive,2,No,65
11,95,Medium,Yes,6,92,Medium,Medium,Public,Neutral,3,No,68
22,73,Medium,Yes,7,67,Medium,High,Private,Positive,2,No,65
31,73,High,Yes,6,68,High,Medium,Public,Positive,3,No,70
15,84,Low,Yes,7,89,High,Low,Public,Neutral,3,No,65
15,67,Medium,Yes,5,80,High,Medium,Public,Neutral,4,No,67
15,71,Low,No,6,68,Low,Low,Public,Positive,4,No,64
24,77,Medium,No,8,87,High,Low,Public,Positive,1,Yes,68
23,74,High,Yes,6,93,Medium,High,Private,Neutral,3,No,70
19,81,High,Yes,6,62,Medium,Medium,Public,Negative,3,No,64
14,84,Medium,No,6,51,Low,High,Public,Neutral,3,No,67
21,83,High,No,7,64,Medium,Medium,Private,Neutral,2,No,68
11,86,Medium,Yes,4,84,Medium,Low,Public,Neutral,4,Yes,67
21,72,Low,Yes,6,96,Low,High,Public,Positive,2,Yes,66
25,65,High,Yes,8,93,Low,Medium,Public,Negative,3,No,66
12,90,Low,Yes,7,61,Medium,Low,Private,Positive,2,No,66
11,94,Low,Yes,8,94,Medium,Low,Public,Positive,2,No,67
29,70,Medium,Yes,4,91,Low,Low,Public,Positive,3,No,69
16,76,Medium,No,6,87,Medium,Low,Private,Neutral,4,No,65
27,80,Low,Yes,7,84,Low,Low,Public,Positive,3,No,68
19,81,High,No,8,90,Medium,Low,Private,Neutral,3,No,67
19,86,Medium,Yes,9,93,Low,Low,Public,Positive,3,No,69
23,62,Medium,No,8,91,High,High,Public,Neutral,3,No,64
15,89,Medium,No,6,56,Low,Medium,Public,Positive,4,No,67
21,62,Medium,No,6,86,Medium,Medium,Private,Positive,4,No,67
18,79,High,No,9,92,Low,Low,Private,Neutral,3,No,67
12,93,High,No,6,59,Medium,Low,Private,Positive,3,No,67
22,78,High,Yes,5,61,Low,Low,Public,Neutral,4,No,68
18,66,Medium,Yes,7,89,High,Low,Public,Positive,3,Yes,65
19,99,High,No,9,67,Low,High,Public,Neutral,1,No,70
13,96,Medium,No,6,70,Medium,Low,Public,Neutral,3,No,68
30,91,Low,Yes,6,69,Medium,Medium,Public,Negative,4,No,72
25,76,High,No,6,61,Medium,Medium,Public,Neutral,3,No,67
26,67,Low,Yes,8,97,Medium,Medium,Public,Neutral,0,No,66
18,98,Low,Yes,7,90,Low,High,Private,Positive,1,No,68
10,81,High,No,8,63,Medium,Low,Public,Neutral,2,No,64
32,94,High,Yes,9,55,High,Medium,Private,Positive,2,Yes,75
20,74,Low,Yes,5,69,High,Medium,Public,Positive,4,No,66
16,73,High,Yes,6,71,Medium,Low,Public,Positive,4,No,67
23,99,High,No,6,50,Medium,High,Private,Neutral,5,Yes,71
27,81,High,No,7,94,Low,Low,Public,Neutral,4,No,68
20,66,Medium,Yes,8,93,Medium,Low,Public,Neutral,3,No,65
28,69,High,Yes,6,93,Low,High,Public,Negative,3,No,67
26,79,High,Yes,6,90,Low,High,Private,Negative,2,Yes,66
14,62,Medium,No,8,87,Medium,Medium,Public,Positive,1,No,60
16,79,Medium,No,8,82,Low,Low,Private,Neutral,3,Yes,64
26,77,Medium,Yes,7,98,Low,High,Public,Neutral,1,No,69
4,91,Medium,No,4,86,Low,Low,Private,Neutral,4,Yes,64
19,74,High,No,9,82,High,Low,Private,Neutral,3,No,66
11,99,Medium,Yes,7,89,High,Low,Public,Positive,3,No,72
17,67,Low,Yes,7,62,Medium,Low,Public,Positive,4,No,60
18,84,High,Yes,6,98,Low,Medium,Public,Positive,3,No,69
18,64,Medium,Yes,6,51,Medium,Low,Public,Positive,1,No,62
17,89,Medium,Yes,6,82,Medium,Medium,Private,Positive,3,No,70
13,100,Low,Yes,4,54,Low,Low,Public,Positive,2,No,65
34,93,Medium,Yes,6,93,High,Low,Public,Neutral,4,No,77
31,82,High,Yes,5,98,Medium,Low,Public,Neutral,3,No,71
13,79,High,No,7,70,High,Low,Public,Positive,3,Yes,66
29,93,Medium,No,5,93,Medium,Low,Public,Positive,3,No,74
18,97,High,No,8,67,Medium,Medium,Public,Neutral,3,No,70
21,100,Medium,No,5,58,Medium,Medium,Private,Neutral,2,No,69
20,76,Medium,No,9,64,Low,Low,Public,Negative,2,No,64
16,100,Medium,Yes,8,65,High,High,Public,Positive,2,Yes,69
26,66,High,Yes,5,82,Medium,Low,Public,Neutral,3,No,68
21,70,Low,Yes,7,90,Medium,Low,Public,Neutral,4,No,63
17,64,Medium,Yes,6,60,Medium,Medium,Private,Positive,2,Yes,61
12,71,Medium,No,8,54,Medium,Low,Public,Positive,5,No,61
15,91,Low,Yes,10,61,Medium,Low,Public,Neutral,4,No,65
10,94,High,No,9,65,Medium,Low,Private,Negative,2,No,65
20,91,Medium,Yes,6,64,High,High,Private,Positive,3,Yes,69
13,85,High,Yes,7,61,High,Medium,Public,Positive,2,No,69
18,81,Medium,No,9,73,Medium,High,Public,Negative,2,No,65
28,88,High,Yes,8,93,Medium,Low,Public,Negative,1,No,72
27,76,High,Yes,9,55,Medium,Low,Private,Neutral,0,No,69
20,94,Medium,Yes,8,93,Low,Medium,Public,Neutral,3,No,71
19,87,Medium,Yes,7,75,Medium,Low,Public,Negative,3,No,67
31,88,High,No,7,83,Medium,Low,Private,Neutral,2,No,72
23,81,High,No,5,91,Low,High,Public,Positive,3,Yes,70
18,95,Medium,Yes,6,65,High,Low,Public,Negative,3,No,68
11,70,Medium,No,6,98,Medium,High,Private,Neutral,4,No,66
22,75,High,No,6,54,Low,Low,Public,Positive,4,No,68
25,91,Low,Yes,7,76,Low,Low,Private,Positive,3,No,71
16,80,Medium,Yes,7,63,High,Low,Private,Neutral,3,No,63
22,96,High,No,7,70,Medium,Medium,Private,Negative,4,No,70
18,74,High,No,8,72,High,Low,Public,Negative,2,No,65
19,75,High,Yes,6,96,Medium,Medium,Public,Positive,4,No,70
5,96,Low,Yes,8,72,Low,Medium,Public,Negative,5,No,65
19,79,High,Yes,9,85,Medium,Medium,Public,Positive,2,No,68
26,81,Medium,Yes,8,98,Low,Medium,Private,Neutral,2,Yes,69
16,73,Medium,Yes,6,75,High,Medium,Public,Positive,3,No,66
20,71,Medium,No,8,70,Medium,Medium,Private,Neutral,3,No,62
15,86,High,No,8,99,High,Medium,Public,Neutral,5,No,70
22,65,Low,No,8,91,Medium,High,Public,Negative,2,No,65
19,95,High,Yes,9,97,Low,Medium,Public,Neutral,2,No,71
14,91,High,Yes,8,70,Medium,Low,Private,Neutral,0,No,68
28,68,Low,Yes,9,85,Medium,Medium,Public,Negative,3,No,65
26,88,High,Yes,7,62,High,High,Private,Positive,2,No,70
16,84,High,Yes,6,93,Medium,High,Public,Positive,3,No,69
23,67,Low,Yes,9,97,Medium,Medium,Private,Positive,3,No,66
23,71,Medium,Yes,6,63,Low,Low,Public,Positive,5,No,66
24,76,Medium,No,10,55,Low,Low,Public,Positive,4,No,67
10,88,Medium,No,9,60,Medium,Low,Public,Positive,3,No,63
26,86,High,Yes,7,82,Medium,Low,Private,Positive,3,No,70
17,81,Medium,No,9,64,Medium,High,Public,Positive,3,Yes,65
18,91,High,No,8,82,Medium,Medium,Private,Positive,2,No,70
36,90,High,Yes,5,68,Low,Low,Public,Positive,2,No,74
22,85,Medium,Yes,6,96,Medium,Low,Public,Neutral,3,No,69
18,91,Medium,No,7,73,Low,Low,Public,Negative,4,No,68
7,73,Medium,Yes,7,75,Medium,High,Private,Positive,3,No,64
28,95,Medium,No,9,67,Low,Medium,Public,Neutral,3,No,73
12,85,Medium,Yes,7,54,Medium,Low,Public,Positive,3,No,66
14,93,Low,Yes,5,75,Low,Medium,Public,Negative,3,No,65
18,82,Low,Yes,6,89,High,Medium,Private,Positive,1,Yes,66
28,69,Low,No,8,98,Medium,Medium,Public,Positive,5,No,67
25,82,High,No,4,54,Medium,Medium,Public,Neutral,3,No,67
19,75,Medium,Yes,5,90,High,Medium,Private,Negative,3,No,66
22,88,Low,Yes,6,63,Low,Low,Public,Positive,3,No,69
16,79,Medium,Yes,8,91,Medium,High,Private,Positive,1,No,69
21,93,Low,No,7,67,High,Low,Public,Neutral,3,No,68
20,87,Low,No,8,56,Medium,High,Public,Negative,1,No,64
26,87,Medium,Yes,7,81,Medium,High,Public,Negative,2,No,70
26,69,Medium,No,7,95,Medium,Low,Public,Negative,4,No,67
23,99,Low,No,6,59,Medium,Medium,Public,Positive,3,No,68
18,94,Medium,Yes,8,51,Medium,High,Public,Positive,3,Yes,67
24,92,Medium,Yes,5,94,Low,Medium,Public,Neutral,2,No,73
19,73,Medium,Yes,7,85,Medium,Medium,Public,Neutral,3,No,65
14,81,High,No,9,90,Medium,High,Public,Neutral,3,No,69
18,65,Medium,Yes,6,53,Medium,Medium,Private,Positive,3,Yes,63
21,82,Medium,No,5,95,Medium,Low,Public,Positive,4,No,68
25,66,High,No,4,71,High,Medium,Public,Negative,3,Yes,64
19,82,High,No,8,95,Medium,Low,Public,Neutral,4,Yes,68
13,86,High,Yes,8,53,Medium,Low,Public,Positive,4,No,66
20,76,Medium,No,6,94,Low,Low,Public,Neutral,3,Yes,65
21,80,Medium,Yes,5,84,Low,Low,Private,Neutral,2,No,69
21,95,Medium,No,7,78,High,Low,Public,Neutral,2,Yes,69
26,64,High,Yes,9,53,Medium,Low,Public,Negative,4,No,64
26,92,High,No,5,84,High,Medium,Public,Neutral,2,No,74
16,67,Medium,No,9,80,Medium,Low,Public,Neutral,3,No,64
16,61,Low,No,4,86,Medium,Medium,Public,Positive,4,No,63
14,67,Medium,Yes,5,86,Medium,High,Public,Positive,4,No,64
24,91,Medium,Yes,7,72,Medium,Medium,Public,Neutral,3,No,71
29,76,High,Yes,8,60,Medium,Medium,Public,Negative,3,No,68
18,95,Medium,Yes,9,96,Low,Medium,Public,Negative,4,No,72
19,81,Low,Yes,8,96,High,Low,Private,Negative,4,No,67
29,61,High,No,9,61,Medium,Low,Private,Negative,3,No,64
23,89,Low,No,7,82,Medium,High,Public,Positive,1,No,70
23,64,Medium,Yes,6,60,Low,Medium,Public,Negative,3,No,65
13,92,Medium,No,9,93,High,High,Public,Negative,2,No,69
24,67,Medium,No,9,55,High,Low,Public,Positive,2,No,65
14,74,Medium,No,8,100,Medium,Low,Public,Neutral,3,No,66
13,90,Medium,No,8,81,Medium,Medium,Public,Positive,3,No,67
18,98,Low,No,9,51,Medium,High,Public,Neutral,4,No,68
16,75,Medium,Yes,8,94,Medium,Medium,Private,Positive,3,No,65
19,93,Medium,No,7,84,High,Medium,Public,Neutral,2,No,68
11,68,High,Yes,8,85,High,Medium,Public,Negative,2,No,63
26,92,Medium,No,8,64,Medium,Medium,Private,Positive,5,No,71
27,86,Medium,No,8,67,Medium,Low,Public,Positive,4,No,71
8,68,Medium,Yes,7,96,Medium,Low,Public,Positive,3,No,65
26,72,Low,No,8,82,Medium,Medium,Public,Negative,2,No,65
15,65,Low,Yes,8,51,Medium,High,Public,Positive,3,No,61
25,75,High,Yes,7,66,Low,Low,Public,Negative,4,No,68
20,68,Medium,Yes,6,80,Low,Low,Private,Neutral,4,No,65
20,86,Medium,No,9,57,Medium,Medium,Public,Positive,4,No,66
19,100,Low,Yes,5,55,Low,Low,Public,Positive,4,No,69
27,60,High,No,6,53,Low,Low,Private,Positive,2,No,65
13,82,High,No,7,82,Medium,Low,Public,Positive,3,No,65
24,83,Medium,No,4,66,High,Medium,Private,Positive,4,Yes,70
27,97,Medium,No,9,69,Medium,Low,Private,Neutral,2,No,70
24,80,Medium,Yes,7,53,Medium,Low,Public,Positive,4,Yes,67
34,82,High,Yes,9,87,High,Low,Public,Positive,4,No,75
17,79,Low,Yes,10,88,Low,Medium,Private,Neutral,3,No,65
26,71,Medium,Yes,7,91,Medium,Low,Private,Neutral,3,No,66
19,62,Medium,Yes,9,83,High,Medium,Public,Positive,3,No,67
27,76,Medium,Yes,5,89,Low,Low,Private,Positive,4,No,67
20,62,Medium,No,8,79,High,Low,Public,Positive,1,No,62
18,82,Medium,Yes,6,75,Medium,Low,Private,Negative,4,No,66
28,72,High,No,8,63,Low,Low,Public,Neutral,2,No,66
17,81,Low,Yes,8,53,High,Medium,Public,Neutral,2,No,64
12,65,Medium,No,7,65,Medium,Medium,Public,Neutral,2,No,60
17,97,Medium,Yes,8,84,Medium,Low,Private,Neutral,3,No,70
24,96,Medium,No,8,96,Medium,Low,Public,Positive,3,No,72
28,68,Medium,Yes,7,63,Medium,Low,Public,Negative,2,No,67
